Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1210911,,4.6,5.25,2.5,2.25,2.25,2.75,5.25,8.25,,,7.0,N1,BinhDinh
BD1210912,,7.2,4.25,5.5,6.5,3.5,,,,,,6.0,N1,BinhDinh
BD1210913,,7.4,7.75,4.5,5.0,4.0,,,,,,7.2,N1,BinhDinh
BD1210914,,7.4,5.0,5.5,6.25,4.5,,,,,,4.4,N1,BinhDinh
BD1210915,,3.0,6.25,2.75,2.25,3.0,4.0,5.75,7.0,,,3.6,N1,BinhDinh
BD1210916,,7.2,6.0,5.0,4.0,4.25,,,,,,6.2,N1,BinhDinh
BD1210917,,5.2,6.5,,,,4.75,7.5,7.75,,,5.4,N1,BinhDinh
BD1210918,,5.6,3.75,,,,4.5,4.0,7.5,,,4.2,N1,BinhDinh
BD1210919,,6.8,6.5,5.5,2.75,5.25,5.25,6.0,7.0,,,4.8,N1,BinhDinh
BD1210920,,2.6,4.25,,,,4.0,3.0,2.25,,,3.6,N1,BinhDinh
BD1210921,,8.0,6.0,4.75,6.75,4.25,,,,,,4.6,N1,BinhDinh
BD1210922,,5.4,5.5,4.5,3.5,3.75,,,,,,3.4,N1,BinhDinh
BD1210923,,6.0,4.5,7.0,4.5,3.75,4.5,6.75,7.75,,,3.0,N1,BinhDinh
BD1210924,,2.8,2.0,,,,4.0,3.75,,,,,,BinhDinh
BD1210925,,4.8,6.0,,,,4.0,7.25,7.5,,,3.4,N1,BinhDinh
BD1210926,,4.8,3.5,3.25,2.5,4.0,3.0,6.5,7.75,,,3.2,N1,BinhDinh
BD1210927,,5.2,6.5,,,,4.75,6.75,8.75,,,3.6,N1,BinhDinh
BD1210928,,5.8,5.5,,,,4.0,8.25,8.25,,,6.2,N1,BinhDinh
BD1210929,,5.0,,,2.0,5.0,,,,,,,,BinhDinh
BD1210930,,7.6,7.0,8.25,7.75,6.5,,,,,,6.6,N1,BinhDinh
BD1210931,,5.0,5.5,4.25,4.75,4.0,7.25,7.5,7.0,,,3.0,N1,BinhDinh
BD1210932,,3.2,2.75,,,,2.5,5.25,,,,,,BinhDinh
BD1210933,,5.4,6.0,3.5,2.25,3.5,6.0,7.5,9.5,,,4.2,N1,BinhDinh
BD1210934,,7.0,5.0,2.25,6.0,5.0,3.5,6.25,7.5,,,6.0,N1,BinhDinh
BD1210935,,4.4,5.5,,,,3.75,6.25,8.0,,,1.2,N1,BinhDinh
BD1210936,,5.4,6.5,4.5,3.75,4.5,,,,,,3.8,N1,BinhDinh
BD1210937,,3.4,3.75,,,,3.25,3.75,5.75,,,3.0,N1,BinhDinh
BD1210938,,7.2,5.5,5.5,4.75,6.0,,,,,,3.8,N1,BinhDinh
BD1210939,,6.8,6.25,,,,4.0,6.75,8.75,,,4.6,N1,BinhDinh
BD1210940,,3.4,3.75,2.0,2.5,2.0,3.0,3.25,3.5,,,3.2,N1,BinhDinh
BD1210941,,6.6,5.0,,,,3.5,5.5,7.5,,,3.8,N1,BinhDinh
BD1210942,,4.6,6.0,4.75,3.0,4.25,,,,,,4.2,N1,BinhDinh
BD1210943,,5.8,5.0,5.25,5.25,4.0,4.0,6.0,8.0,,,4.0,N1,BinhDinh
BD1210944,,7.8,6.0,5.5,5.5,5.75,,,,,,5.8,N1,BinhDinh
BD1210945,,3.6,4.75,,,,4.25,4.75,6.0,,,3.6,N1,BinhDinh
BD1210946,,5.0,5.0,,,,4.5,6.25,8.0,,,3.2,N1,BinhDinh
BD1210947,,7.4,4.5,,,,4.5,6.5,8.0,,,5.0,N1,BinhDinh
BD1210948,,6.0,5.25,6.0,5.75,5.25,,,,,,5.2,N1,BinhDinh
BD1210949,,9.0,7.0,7.5,7.75,4.75,,,,,,7.0,N1,BinhDinh
BD1210950,,7.8,7.25,7.0,5.0,6.75,,,,,,7.8,N1,BinhDinh
BD1210951,,4.6,4.75,2.25,3.5,2.75,4.5,5.75,9.0,,,6.2,N1,BinhDinh
BD1210952,,3.2,5.0,,,,3.5,6.25,8.5,,,3.8,N1,BinhDinh
BD1210953,,6.8,5.0,4.5,6.25,4.75,,,,,,4.8,N1,BinhDinh
BD1210954,,7.0,5.5,4.25,4.25,3.5,3.75,6.75,7.5,,,5.2,N1,BinhDinh
BD1210955,,7.4,6.5,5.0,3.25,5.0,,,,,,7.0,N1,BinhDinh
BD1210956,,8.8,5.25,4.5,8.0,7.25,,,,,,5.2,N1,BinhDinh
BD1210957,,6.6,5.75,5.25,5.5,5.0,,,,,,4.8,N1,BinhDinh
BD1210958,,3.2,3.0,2.0,2.0,3.25,5.0,6.0,8.0,,,2.6,N1,BinhDinh
BD1210959,,5.6,5.0,,,,5.5,7.0,8.25,,,4.0,N1,BinhDinh
BD1210960,,6.6,4.5,4.25,4.0,5.25,5.5,7.0,8.5,,,2.6,N1,BinhDinh
BD1210961,,4.6,6.0,,,,3.25,4.75,4.5,,,4.4,N1,BinhDinh
BD1210962,,4.6,2.5,,,,2.75,5.25,6.0,,,2.8,N1,BinhDinh
BD1210963,,5.8,4.75,,,,3.5,4.25,7.25,,,4.0,N1,BinhDinh
BD1210964,,7.2,6.0,6.5,7.25,6.0,,,,,,3.8,N1,BinhDinh
BD1210965,,7.2,5.0,4.5,3.25,1.75,2.75,4.75,5.5,,,2.6,N1,BinhDinh
BD1210966,,5.6,5.75,,,,5.5,5.0,8.75,,,3.2,N1,BinhDinh
BD1210967,,6.6,4.0,6.75,6.0,4.5,,,,,,4.4,N1,BinhDinh
BD1210968,,5.2,3.25,,,,3.0,4.75,,,,,,BinhDinh
BD1210969,,5.2,5.5,4.75,3.0,4.25,2.25,7.25,8.0,,,3.6,N1,BinhDinh
BD1210970,,6.0,5.0,5.5,4.0,4.0,,,,,,4.8,N1,BinhDinh
BD1210971,,8.0,4.0,6.5,7.25,4.5,,,,,,6.8,N1,BinhDinh
BD1210972,,7.2,6.0,6.75,7.0,6.75,,,,,,7.4,N1,BinhDinh
BD1210973,,3.6,6.5,,,,4.75,6.5,7.5,,,3.2,N1,BinhDinh
BD1210974,,3.4,4.25,,,,6.0,5.25,5.5,,,6.0,N1,BinhDinh
BD1210975,,5.6,6.5,,,,3.5,8.5,6.75,,,4.0,N1,BinhDinh
BD1210976,,5.2,4.5,,,,2.5,6.0,7.5,,,4.4,N1,BinhDinh
BD1210977,,7.2,6.5,6.5,6.0,5.5,,,,,,5.6,N1,BinhDinh
BD1210978,,3.0,3.5,,,,3.0,3.5,5.0,,,3.6,N1,BinhDinh
BD1210979,,8.4,5.0,6.75,6.5,3.75,,,,,,4.0,N1,BinhDinh
BD1210980,,8.0,2.5,6.5,1.75,3.5,,,,,,4.2,N1,BinhDinh
BD1210981,,4.4,5.5,,,,4.0,5.5,7.25,,,3.4,N1,BinhDinh
BD1210982,,2.4,5.0,2.75,2.25,4.25,4.75,6.25,9.25,,,3.0,N1,BinhDinh
BD1210983,,6.2,5.5,,,,4.0,5.75,7.25,,,6.0,N1,BinhDinh
BD1210984,,4.0,4.0,,,,3.5,6.25,7.75,,,3.6,N1,BinhDinh
BD1210985,,8.0,5.5,8.5,5.5,4.5,,,,,,9.2,N1,BinhDinh
BD1210986,,4.6,4.0,,,,1.75,3.75,5.75,,,3.0,N1,BinhDinh
BD1210987,,2.0,5.5,,,,1.75,,,,,,,BinhDinh
BD1210988,,6.4,8.25,,,,8.25,8.75,8.75,,,8.4,N1,BinhDinh
BD1210989,,7.2,6.25,,,,7.75,9.5,9.25,,,8.0,N1,BinhDinh
BD1210990,,4.0,6.75,,,,3.75,7.0,7.75,,,2.0,N1,BinhDinh
BD1210991,,5.2,4.5,,,,4.25,4.5,7.75,,,4.4,N1,BinhDinh
BD1210992,,6.2,6.0,3.5,6.0,5.0,,,,,,5.2,N1,BinhDinh
BD1210993,,4.6,5.5,,,,3.0,5.5,7.0,,,5.0,N1,BinhDinh
BD1210994,,5.0,6.0,,,,7.5,7.5,8.5,,,1.8,N1,BinhDinh
BD1210995,,4.2,5.75,,,,3.0,6.75,7.75,,,5.8,N1,BinhDinh
BD1210996,,6.0,4.75,,,,4.0,7.25,6.75,,,2.6,N1,BinhDinh
BD1210997,,6.6,6.5,,,,4.25,6.5,8.25,,,1.8,N1,BinhDinh
BD1210998,,4.8,4.5,,,,3.25,4.5,7.0,,,3.8,N1,BinhDinh
BD1210999,,7.6,5.75,5.0,4.25,4.25,4.25,6.0,6.25,,,4.8,N1,BinhDinh
BD1211000,,6.0,5.0,,,,5.25,6.5,7.5,,,2.6,N1,BinhDinh
BD1211001,,4.6,4.75,,,,4.5,6.5,9.0,,,4.0,N1,BinhDinh
BD1211002,,5.0,3.25,2.25,3.5,2.5,4.5,6.25,8.0,,,2.6,N1,BinhDinh
BD1211003,,2.0,5.25,,,,3.0,5.0,5.5,,,2.8,N1,BinhDinh
BD1211004,,5.8,6.25,4.75,4.75,3.75,,,,,,5.2,N1,BinhDinh
BD1211005,,3.4,4.75,2.5,4.0,2.0,,,,,,4.4,N1,BinhDinh
BD1211006,,2.6,3.0,2.5,2.5,2.75,2.75,1.75,3.25,,,2.8,N1,BinhDinh
BD1211007,,5.4,5.5,,,,5.75,7.25,9.0,,,4.4,N1,BinhDinh
BD1211008,,4.0,4.25,2.75,3.0,3.75,3.5,5.5,6.5,,,2.4,N1,BinhDinh
BD1211009,,8.4,5.0,3.5,8.0,8.75,,,,,,6.8,N1,BinhDinh
BD1211010,,6.8,6.5,6.25,6.25,4.75,,,,,,4.4,N1,BinhDinh
BD1211011,,7.0,,5.25,5.0,2.5,,,,,,,,BinhDinh
BD1211012,,6.0,4.75,6.0,5.5,4.25,,,,,,4.4,N1,BinhDinh
BD1211013,,2.8,4.75,,,,3.0,5.75,6.5,,,1.8,N1,BinhDinh
BD1211014,,5.0,6.5,,,,7.75,6.5,7.75,,,5.2,N1,BinhDinh
BD1211015,,6.6,7.0,,,,8.0,6.5,8.5,,,4.4,N1,BinhDinh
BD1211016,,7.0,5.5,6.0,5.0,3.25,,,,,,4.4,N1,BinhDinh
BD1211017,,4.4,5.5,,,,4.5,5.25,7.0,,,2.4,N1,BinhDinh
BD1211018,,6.8,6.0,5.75,5.5,5.5,,,,,,5.8,N1,BinhDinh
BD1211019,,7.4,,5.75,6.5,7.0,,,,,,,,BinhDinh
BD1211020,,2.6,3.25,3.5,2.25,2.25,1.25,4.5,5.75,,,2.2,N1,BinhDinh
BD1211021,,5.0,4.25,,,,3.5,5.25,7.75,,,2.0,N1,BinhDinh
BD1211022,,5.6,5.0,,,,4.75,6.75,8.0,,,3.4,N1,BinhDinh
BD1211023,,5.2,6.75,,,,3.5,6.75,6.75,,,4.6,N1,BinhDinh
BD1211024,,7.4,5.75,5.75,6.25,6.25,,,,,,4.8,N1,BinhDinh
BD1211025,,4.6,,3.75,4.5,,,,,,,3.4,N1,BinhDinh
BD1211026,,7.6,7.25,,,,4.75,8.0,8.5,,,4.6,N1,BinhDinh
BD1211027,,6.4,6.5,,,,4.25,7.25,8.0,,,4.4,N1,BinhDinh
BD1211028,,5.4,5.25,,,,5.5,8.5,7.5,,,3.8,N1,BinhDinh
BD1211029,,6.8,6.25,,,,4.75,5.75,7.5,,,5.2,N1,BinhDinh
BD1211030,,5.2,5.5,,,,4.5,6.0,7.5,,,3.0,N1,BinhDinh
BD1211031,,7.8,6.0,6.0,6.75,4.75,,,,,,6.4,N1,BinhDinh
BD1211032,,7.8,4.0,5.5,6.5,3.25,,,,,,2.6,N1,BinhDinh
BD1211033,,8.4,4.25,8.5,7.5,5.5,,,,,,6.0,N1,BinhDinh
BD1211034,,6.8,5.0,6.0,4.5,3.25,,,,,,3.8,N1,BinhDinh
BD1211035,,4.0,4.75,,,,3.75,6.75,8.25,,,3.2,N1,BinhDinh
BD1211036,,3.2,3.0,,,,2.25,4.5,5.25,,,3.4,N1,BinhDinh
BD1211037,,6.6,3.75,5.5,5.25,4.0,,,,,,2.8,N1,BinhDinh
BD1211038,,4.8,6.5,,,,4.75,4.75,9.0,,,4.0,N1,BinhDinh
BD1211039,,4.6,6.25,,,,4.5,7.5,9.0,,,4.8,N1,BinhDinh
BD1211040,,7.8,6.0,4.5,7.0,7.5,,,,,,6.0,N1,BinhDinh
BD1211041,,7.4,8.0,7.25,5.25,5.5,,,,,,6.0,N1,BinhDinh
BD1211042,,5.4,6.5,,,,7.25,7.25,8.75,,,4.4,N1,BinhDinh
BD1211043,,4.0,3.75,2.0,2.75,2.5,4.75,7.25,8.5,,,2.8,N1,BinhDinh
BD1211044,,5.4,4.5,,,,6.75,7.0,8.0,,,3.8,N1,BinhDinh
BD1211045,,7.4,4.75,4.5,5.75,5.25,3.0,7.0,7.25,,,2.8,N1,BinhDinh
BD1211046,,5.2,6.75,,,,3.75,6.75,9.0,,,4.8,N1,BinhDinh
BD1211047,,6.6,5.0,6.25,5.75,5.0,,,,,,5.0,N1,BinhDinh
BD1211048,,6.8,4.5,6.0,5.5,5.0,,,,,,3.2,N1,BinhDinh
BD1211049,,4.4,4.25,1.5,2.5,2.75,4.0,4.75,7.75,,,2.0,N1,BinhDinh
BD1211050,,7.2,6.75,6.0,7.75,6.0,,,,,,7.4,N1,BinhDinh
BD1211051,,7.2,4.5,6.25,3.0,5.25,4.5,6.25,6.5,,,3.2,N1,BinhDinh
BD1211052,,6.8,5.75,,,,3.75,7.0,8.5,,,5.8,N1,BinhDinh
BD1211053,,5.4,4.25,2.5,3.25,3.75,5.0,7.5,8.0,,,3.6,N1,BinhDinh
BD1211054,,5.4,,,,4.75,,,,,,8.0,N1,BinhDinh
BD1211055,,3.0,4.0,,,,2.75,3.25,4.0,,,2.6,N1,BinhDinh
BD1211056,,5.6,6.25,,,,5.0,5.75,7.75,,,4.0,N1,BinhDinh
BD1211057,,3.6,6.25,,,,6.5,6.0,8.25,,,4.2,N1,BinhDinh
BD1211058,,5.6,7.25,,,,5.5,6.5,8.0,,,3.2,N1,BinhDinh
BD1211059,,7.2,5.75,7.0,7.0,4.0,,,,,,4.2,N1,BinhDinh
BD1211060,,3.6,4.5,,,,3.75,5.25,7.25,,,3.0,N1,BinhDinh
BD1211061,,3.6,4.75,,,,4.75,7.0,7.75,,,3.4,N1,BinhDinh
BD1211062,,6.6,5.75,6.25,5.5,4.75,,,,,,4.0,N1,BinhDinh
BD1211063,,2.8,,2.5,4.5,,,,,,,,,BinhDinh
BD1211064,,6.8,6.0,,,,7.25,7.0,9.5,,,8.0,N1,BinhDinh
BD1211065,,8.0,7.0,6.0,6.0,6.25,,,,,,6.2,N1,BinhDinh
BD1211066,,5.2,6.75,,,,3.25,6.5,8.5,,,5.8,N1,BinhDinh
BD1211067,,2.2,4.75,3.75,2.0,2.0,5.0,5.5,6.5,,,2.4,N1,BinhDinh
BD1211068,,8.4,6.5,6.5,5.5,6.5,,,,,,4.0,N1,BinhDinh
BD1211069,,3.8,3.75,,,,2.75,5.25,5.25,,,2.8,N1,BinhDinh
BD1211070,,3.8,2.75,,,,3.0,6.0,6.0,,,2.0,N1,BinhDinh
BD1211071,,3.4,3.75,4.75,3.75,5.0,,,,,,2.8,N1,BinhDinh
BD1211072,,3.0,2.75,,,,3.0,5.75,7.0,,,2.0,N1,BinhDinh
BD1211073,,7.6,6.5,,,,3.5,6.75,7.5,,,5.2,N1,BinhDinh
BD1211074,,5.0,4.75,4.75,5.75,4.25,,,,,,4.2,N1,BinhDinh
BD1211075,,2.8,4.25,3.25,3.0,3.25,1.75,5.25,6.0,,,2.8,N1,BinhDinh
BD1211076,,5.0,5.25,2.75,3.75,4.25,4.0,5.5,7.5,,,3.8,N1,BinhDinh
BD1211077,,5.4,5.0,4.0,2.5,4.0,3.5,5.5,7.75,,,2.0,N1,BinhDinh
BD1211078,,4.6,5.75,,,,4.0,5.75,8.25,,,3.8,N1,BinhDinh
BD1211079,,7.4,6.0,6.25,6.5,5.0,,,,,,5.4,N1,BinhDinh
BD1211080,,5.2,4.5,,,,4.25,4.5,9.25,,,4.4,N1,BinhDinh
BD1211081,,3.6,3.0,2.25,2.25,4.0,2.0,6.0,7.0,,,2.2,N1,BinhDinh
BD1211082,,6.2,6.0,4.75,3.25,4.25,4.75,6.75,7.5,,,4.8,N1,BinhDinh
BD1211083,,2.8,4.75,,,,3.0,5.5,7.0,,,4.0,N1,BinhDinh
BD1211084,,5.6,5.0,,,,4.5,5.0,6.25,,,3.0,N1,BinhDinh
BD1211085,,8.0,5.0,7.0,7.0,6.0,,,,,,4.8,N1,BinhDinh
BD1211086,,8.0,4.5,6.25,6.0,4.25,,,,,,3.8,N1,BinhDinh
BD1211087,,6.8,5.5,,,,3.25,5.75,6.25,,,2.4,N1,BinhDinh
BD1211088,,5.8,6.0,3.25,4.0,3.25,4.5,7.0,6.5,,,4.6,N1,BinhDinh
BD1211089,,,5.0,,,,8.75,9.0,,,,,,BinhDinh
BD1211090,,6.8,5.25,5.0,6.0,3.5,,,,,,4.6,N1,BinhDinh
BD1211091,,7.8,5.5,7.0,4.25,6.75,,,,,,7.6,N1,BinhDinh
BD1211092,,4.6,3.75,3.5,5.25,2.75,3.25,5.75,7.0,,,3.8,N1,BinhDinh
BD1211093,,6.0,7.0,5.25,4.0,6.25,,,,,,3.0,N1,BinhDinh
BD1211094,,8.0,6.0,5.75,7.75,7.5,,,,,,6.6,N1,BinhDinh
BD1211095,,6.8,5.5,3.25,5.25,5.75,,,,,,5.6,N1,BinhDinh
BD1211096,,6.8,6.0,,,,4.0,6.0,6.25,,,4.8,N1,BinhDinh
BD1211097,,6.6,7.25,5.0,5.75,5.75,,,,,,3.8,N1,BinhDinh
BD1211098,,5.2,7.5,,,,4.5,6.5,8.75,,,4.0,N1,BinhDinh
BD1211099,,2.6,,3.0,,,,,,,,1.8,N1,BinhDinh
BD1211100,,5.4,4.0,,,,4.75,6.25,8.5,,,4.6,N1,BinhDinh
BD1211101,,8.0,5.0,7.5,7.5,4.75,,,,,,9.4,N1,BinhDinh
BD1211102,,2.8,5.0,,,,5.5,7.0,7.25,,,3.6,N1,BinhDinh
BD1211103,,5.2,5.75,,,,3.5,6.5,7.5,,,2.6,N1,BinhDinh
BD1211104,,5.4,5.25,,,,3.5,3.25,6.5,,,3.0,N1,BinhDinh
BD1211105,,4.0,5.5,,,,4.25,4.75,5.25,,,3.8,N1,BinhDinh
BD1211106,,5.0,5.5,,,,3.75,6.25,9.25,,,6.4,N1,BinhDinh
BD1211107,,6.0,5.0,5.75,6.0,4.25,,,,,,4.0,N1,BinhDinh
BD1211108,,7.8,,8.0,,,,,,,,7.0,N1,BinhDinh
BD1211109,,7.2,5.25,6.0,6.25,2.5,,,,,,4.4,N1,BinhDinh
BD1211110,,6.4,5.5,4.5,5.5,5.0,,,,,,3.8,N1,BinhDinh
BD1211111,,5.6,5.75,4.75,2.5,4.25,,,,,,5.0,N1,BinhDinh
BD1211112,,5.8,5.75,,,,6.25,8.0,8.5,,,7.2,N1,BinhDinh
BD1211113,,7.4,5.75,5.25,4.5,4.75,,,,,,4.0,N1,BinhDinh
BD1211114,,4.0,4.75,3.75,3.0,4.25,2.5,6.0,4.75,,,2.4,N1,BinhDinh
BD1211115,,6.4,6.5,4.25,5.75,3.25,3.75,5.25,6.75,,,3.2,N1,BinhDinh
BD1211116,,8.0,3.25,4.5,7.0,6.25,,,,,,5.4,N1,BinhDinh
BD1211117,,2.4,4.0,,,,2.5,6.0,7.25,,,3.4,N1,BinhDinh
BD1211118,,7.6,4.75,6.75,6.75,3.75,,,,,,4.4,N1,BinhDinh
BD1211119,,5.6,5.25,,,,4.0,6.25,8.5,,,3.8,N1,BinhDinh
BD1211120,,4.6,4.0,,,,3.5,5.5,6.25,,,4.0,N1,BinhDinh
BD1211121,,7.4,6.0,4.75,2.75,4.75,,,,,,6.8,N1,BinhDinh
BD1211122,,6.2,5.75,5.0,5.0,3.25,3.5,4.25,6.5,,,3.4,N1,BinhDinh
BD1211123,,8.4,7.25,5.5,5.75,5.0,5.0,7.25,9.0,,,4.4,N1,BinhDinh
BD1211124,,5.8,5.5,7.0,5.25,5.75,,,,,,5.4,N1,BinhDinh
BD1211125,,7.0,7.0,,,,7.25,8.25,8.75,,,4.0,N1,BinhDinh
BD1211126,,3.8,2.0,,,,3.5,7.0,7.0,,,2.6,N1,BinhDinh
BD1211127,,7.6,6.0,,,,4.75,7.0,7.25,,,3.4,N1,BinhDinh
BD1211128,,6.8,6.75,6.25,3.75,5.75,5.25,6.25,7.75,,,5.4,N1,BinhDinh
BD1211129,,3.8,3.75,2.25,1.5,3.0,2.0,4.75,,,,,,BinhDinh
BD1211130,,5.6,3.5,,,,3.25,6.0,,,,,,BinhDinh
BD1211131,,3.0,,3.0,,,,,,,,2.2,N1,BinhDinh
BD1211132,,3.2,2.75,,,,2.5,4.75,5.25,,,1.8,N1,BinhDinh
BD1211133,,5.8,5.5,,,,6.0,7.5,9.5,,,2.6,N1,BinhDinh
BD1211134,,8.4,6.0,6.0,4.25,4.25,,,,,,6.0,N1,BinhDinh
BD1211135,,5.8,4.0,,,,3.5,6.5,7.5,,,3.4,N1,BinhDinh
BD1211136,,6.6,5.5,6.0,4.25,3.0,,,,,,3.4,N1,BinhDinh
BD1211137,,6.8,5.25,4.0,5.5,4.0,,,,,,6.0,N1,BinhDinh
BD1211138,,4.8,5.5,3.0,3.0,2.5,5.25,6.5,7.0,,,5.0,N1,BinhDinh
BD1211139,,8.0,5.0,6.5,7.0,4.25,,,,,,4.0,N1,BinhDinh
BD1211140,,5.2,5.75,,,,4.25,6.25,6.5,,,2.4,N1,BinhDinh
BD1211141,,7.2,6.0,6.75,5.25,5.25,,,,,,3.8,N1,BinhDinh
BD1211142,,8.0,6.5,6.5,5.25,5.75,,,,,,7.2,N1,BinhDinh
BD1211143,,6.4,6.5,5.5,4.5,3.5,,,,,,6.0,N1,BinhDinh
BD1211144,,6.4,4.0,3.5,4.25,4.25,,,,,,3.4,N1,BinhDinh
BD1211145,,1.4,4.75,2.75,3.0,2.75,3.75,5.0,6.0,,,2.8,N1,BinhDinh
BD1211146,,5.0,5.0,,,,5.0,6.0,7.5,,,3.4,N1,BinhDinh
BD1211147,,7.0,5.75,6.25,5.5,5.0,4.0,4.75,7.25,,,3.8,N1,BinhDinh
BD1211148,,7.0,6.25,5.0,4.0,4.25,4.5,7.25,8.25,,,6.4,N1,BinhDinh
BD1211149,,2.8,4.5,,,,3.75,4.0,8.0,,,3.6,N1,BinhDinh
BD1211150,,4.4,5.25,,,,3.25,6.0,7.5,,,2.2,N1,BinhDinh
BD1211151,,6.0,6.5,,,,2.75,6.0,6.75,,,6.8,N1,BinhDinh
BD1211152,,4.8,4.75,,,,4.0,5.5,7.5,,,4.0,N1,BinhDinh
BD1211153,,7.2,5.0,,,,3.25,4.25,6.75,,,2.4,N1,BinhDinh
BD1211154,,6.6,5.0,,,,3.75,6.5,8.25,,,5.4,N1,BinhDinh
BD1211155,,6.6,5.0,,,,5.25,6.0,8.25,,,5.6,N1,BinhDinh
BD1211156,,8.0,5.0,8.5,7.0,5.75,,,,,,5.4,N1,BinhDinh
BD1211157,,6.0,8.0,,,,3.75,6.75,9.0,,,4.8,N1,BinhDinh
BD1211158,,7.0,,4.5,6.25,,,,,,,,,BinhDinh
BD1211159,,7.6,6.25,5.0,7.0,8.25,,,,,,7.0,N1,BinhDinh
BD1211160,,8.4,4.0,5.0,6.75,6.75,,,,,,2.8,N1,BinhDinh
BD1211161,,4.0,5.0,2.25,3.0,3.5,2.0,4.25,8.25,,,3.6,N1,BinhDinh
BD1211162,,5.6,6.0,,,,3.75,6.5,6.75,,,6.6,N1,BinhDinh
BD1211163,,4.8,5.75,3.25,3.0,4.5,3.0,4.75,6.0,,,4.8,N1,BinhDinh
BD1211164,,7.0,4.5,6.25,6.25,4.5,,,,,,5.0,N1,BinhDinh
BD1211165,,3.8,3.5,,,,4.0,5.75,9.25,,,2.6,N1,BinhDinh
BD1211166,,2.6,3.75,,,,3.0,3.5,6.75,,,3.8,N1,BinhDinh
BD1211167,,7.8,6.0,7.75,6.0,4.75,,,,,,8.8,N1,BinhDinh
BD1211168,,2.8,4.0,,,,2.0,5.25,4.75,,,2.6,N1,BinhDinh
BD1211169,,5.6,5.0,,,,4.0,5.25,7.5,,,3.6,N1,BinhDinh
BD1211170,,3.8,6.25,,,,5.0,5.0,8.0,,,6.6,N1,BinhDinh
BD1211171,,3.4,3.25,,,,2.75,4.0,6.25,,,1.8,N1,BinhDinh
BD1211172,,2.8,4.75,,,,3.0,4.75,6.5,,,3.6,N1,BinhDinh
BD1211173,,3.6,1.75,4.0,2.75,3.5,,,,,,1.8,N1,BinhDinh
BD1211174,,8.6,6.0,7.75,8.25,6.25,,,,,,4.4,N1,BinhDinh
BD1211175,,7.2,6.5,5.75,6.5,3.75,,,,,,6.6,N1,BinhDinh
BD1211176,,5.6,4.5,5.5,3.75,4.75,,,,,,4.2,N1,BinhDinh
BD1211177,,5.8,4.75,,,,4.5,8.0,7.75,,,4.6,N1,BinhDinh
BD1211178,,6.0,,,5.0,5.0,,,,,,,,BinhDinh
BD1211179,,7.8,4.5,7.0,4.0,5.25,,,,,,6.4,N1,BinhDinh
BD1211180,,5.0,4.5,,,,3.75,6.5,6.75,,,3.8,N1,BinhDinh
BD1211181,,7.4,5.5,6.5,3.75,4.5,,,,,,6.8,N1,BinhDinh
BD1211182,,4.4,5.25,,,,2.75,6.0,5.0,,,1.8,N1,BinhDinh
BD1211183,,6.6,6.25,2.75,4.0,2.5,4.0,5.25,7.25,,,5.4,N1,BinhDinh
BD1211184,,7.0,6.5,5.25,6.25,5.0,,,,,,2.8,N1,BinhDinh
BD1211185,,5.4,6.75,,,,4.5,6.0,9.25,,,3.8,N1,BinhDinh
BD1211186,,3.8,3.75,,,,2.5,5.25,6.75,,,3.6,N1,BinhDinh
BD1211187,,7.0,5.0,,,,6.0,5.5,8.0,,,4.8,N1,BinhDinh
BD1211188,,4.8,4.5,,,,4.75,6.5,8.25,,,5.6,N1,BinhDinh
BD1211189,,7.4,5.0,,,,3.5,5.5,9.0,,,3.0,N1,BinhDinh
BD1211190,,5.6,7.5,,,,3.75,7.75,8.5,,,7.2,N1,BinhDinh
BD1211191,,7.4,5.0,5.75,6.5,6.0,,,,,,4.6,N1,BinhDinh
BD1211192,,5.8,5.25,,,,7.5,7.75,8.5,,,3.8,N1,BinhDinh
BD1211193,,2.8,3.75,,,,2.75,4.75,5.5,,,2.6,N1,BinhDinh
BD1211194,,7.8,5.25,6.75,3.0,3.0,,,,,,7.2,N1,BinhDinh
BD1211195,,5.8,5.5,5.25,3.25,4.0,,,,,,6.8,N1,BinhDinh
BD1211196,,3.6,4.5,4.0,2.0,2.75,3.75,4.25,7.75,,,3.2,N1,BinhDinh
BD1211197,,3.8,4.5,3.75,2.5,2.0,4.25,6.75,6.75,,,2.6,N1,BinhDinh
BD1211198,,3.4,4.25,,,,1.75,5.25,8.25,,,4.0,N1,BinhDinh
BD1211199,,7.4,7.25,7.75,6.25,6.5,,,,,,7.8,N1,BinhDinh
BD1211200,,6.6,5.0,,,,3.75,6.5,6.25,,,5.4,N1,BinhDinh
BD1211201,,3.4,5.5,,,,5.0,6.25,8.25,,,3.2,N1,BinhDinh
BD1211202,,2.6,4.75,,,,2.75,5.0,5.0,,,3.0,N1,BinhDinh
BD1211203,,2.6,3.5,3.25,3.0,1.5,3.75,4.75,4.5,,,2.4,N1,BinhDinh
BD1211204,,4.4,6.5,,,,4.25,6.25,9.0,,,4.8,N1,BinhDinh
BD1211205,,3.4,4.25,2.5,4.25,1.75,3.75,6.25,8.0,,,2.4,N1,BinhDinh
